scientificName,thr_lev2,stressName,thr_lev1,thr_lev1name,thr_lev2name
Liberiictis kuhni,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Liberiictis kuhni,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Liberiictis kuhni,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Liberiictis kuhni,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Liberiictis kuhni,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Macrogalidia musschenbroekii,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Macrogalidia musschenbroekii,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Melogale everetti,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Melogale everetti,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Melogale everetti,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Melogale everetti,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Melogale everetti,11.1,Species mortality,11,Climate change & severe weather,Habitat shifting & alteration
Melogale everetti,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Melogale everetti,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Mungotictis decemlineata,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Mungotictis decemlineata,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Mungotictis decemlineata,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mungotictis decemlineata,2.1,Species mortality,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mungotictis decemlineata,2.1,Species disturbance,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mungotictis decemlineata,2.1,Indirect species effects,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mungotictis decemlineata,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Mungotictis decemlineata,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Mungotictis decemlineata,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Mustela lutreola,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Mustela lutreola,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Mustela lutreola,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Mustela lutreola,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Mustela lutreola,4.1,Species mortality,4,Transportation & service corridors,Roads & railroads
Mustela lutreola,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mustela lutreola,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Mustela lutreola,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Mustela lutreola,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Mustela lutreola,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Mustela lutreola,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Mustela nigripes,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mustela nigripes,5.1,Ecosystem stresses,5,Biological resource use,Hunting & collecting terrestrial animals
Mustela nigripes,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Mustela nigripes,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Mustela nigripes,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Mustela nigripes,8.1,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Mustela nigripes,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Mustela nigripes,8.5,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Mustela nigripes,8.5,Species mortality,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Mustela felipei,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Mustela felipei,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Mustela felipei,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Procyon pygmaeus,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Procyon pygmaeus,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Procyon pygmaeus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Procyon pygmaeus,4.1,Species mortality,4,Transportation & service corridors,Roads & railroads
Procyon pygmaeus,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Procyon pygmaeus,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Salanoia concolor,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Salanoia concolor,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Salanoia concolor,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Salanoia concolor,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Salanoia concolor,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Salanoia concolor,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Salanoia concolor,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Salanoia concolor,7.1,Ecosystem stresses,7,Natural system modifications,Fire & fire suppression
Salanoia concolor,7.1,Species mortality,7,Natural system modifications,Fire & fire suppression
Salanoia concolor,7.1,Species disturbance,7,Natural system modifications,Fire & fire suppression
Viverra civettina,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Viverra civettina,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Viverra civettina,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Viverra civettina,3.3,Ecosystem stresses,3,Energy production & mining,Renewable energy
Viverra civettina,5.2,Ecosystem stresses,5,Biological resource use,Gathering terrestrial plants
Vormela peregusna,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Vormela peregusna,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Vormela peregusna,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Vormela peregusna,7.3,Ecosystem stresses,7,Natural system modifications,Other ecosystem modifications
Eupleres major,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Eupleres major,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Eupleres major,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Eupleres major,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Eupleres goudotii,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Eupleres goudotii,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Eupleres goudotii,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Eupleres goudotii,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Arctonyx collaris,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Arctonyx collaris,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Arctonyx collaris,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Arctonyx collaris,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Arctonyx collaris,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Arctonyx collaris,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Arctonyx collaris,3.3,Ecosystem stresses,3,Energy production & mining,Renewable energy
Arctonyx collaris,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Arctonyx collaris,5.2,Ecosystem stresses,5,Biological resource use,Gathering terrestrial plants
Arctonyx collaris,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Arctonyx collaris,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Spilogale putorius,4.1,Species mortality,4,Transportation & service corridors,Roads & railroads
Spilogale putorius,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Spilogale putorius,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Spilogale putorius,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Spilogale putorius,8.5,Species mortality,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Spilogale putorius,8.5,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Spilogale pygmaea,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Spilogale pygmaea,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Spilogale pygmaea,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Spilogale pygmaea,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Spilogale pygmaea,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Spilogale pygmaea,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Spilogale pygmaea,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Arctictis binturong,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Arctictis binturong,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Arctictis binturong,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Arctictis binturong,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Arctictis binturong,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Viverra megaspila,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Viverra megaspila,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Viverra megaspila,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Viverra megaspila,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Viverra megaspila,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Viverra megaspila,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Viverra megaspila,5.2,Ecosystem stresses,5,Biological resource use,Gathering terrestrial plants
Viverra megaspila,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Viverra megaspila,3.3,Ecosystem stresses,3,Energy production & mining,Renewable energy
Viverra megaspila,2.4,Ecosystem stresses,2,Agriculture & aquaculture,Marine & freshwater aquaculture
Viverra megaspila,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Viverra megaspila,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Viverra megaspila,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Viverra megaspila,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Poiana leightoni,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Poiana leightoni,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Poiana leightoni,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Genetta bourloni,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Genetta bourloni,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Genetta bourloni,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Bdeogale omnivora,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Bdeogale omnivora,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bdeogale omnivora,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Arctocephalus galapagoensis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Arctocephalus galapagoensis,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Arctocephalus galapagoensis,11.1,Species disturbance,11,Climate change & severe weather,Habitat shifting & alteration
Arctocephalus galapagoensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Arctocephalus galapagoensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Arctocephalus galapagoensis,9.2,Species mortality,9,Pollution,Industrial & military effluents
Callorhinus ursinus,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Callorhinus ursinus,5.4,Species disturbance,5,Biological resource use,Fishing & harvesting aquatic resources
Callorhinus ursinus,9.2,Species mortality,9,Pollution,Industrial & military effluents
Callorhinus ursinus,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Cystophora cristata,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Cystophora cristata,8.2,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Cystophora cristata,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Cystophora cristata,11.1,Species disturbance,11,Climate change & severe weather,Habitat shifting & alteration
Cystophora cristata,4.3,Species mortality,4,Transportation & service corridors,Shipping lanes
Cystophora cristata,4.3,Species disturbance,4,Transportation & service corridors,Shipping lanes
Cystophora cristata,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Cystophora cristata,5.4,Species disturbance,5,Biological resource use,Fishing & harvesting aquatic resources
Cystophora cristata,5.4,Indirect species effects,5,Biological resource use,Fishing & harvesting aquatic resources
Cystophora cristata,3.1,Species mortality,3,Energy production & mining,Oil & gas drilling
Neomonachus schauinslandi,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Neomonachus schauinslandi,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Neomonachus schauinslandi,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Neomonachus schauinslandi,11.1,Species disturbance,11,Climate change & severe weather,Habitat shifting & alteration
Neomonachus schauinslandi,6.3,Species disturbance,6,Human intrusions & disturbance,Work & other activities
Neomonachus schauinslandi,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Neomonachus schauinslandi,8.5,Species mortality,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Neomonachus schauinslandi,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Neomonachus schauinslandi,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Neophoca cinerea,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Neophoca cinerea,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Neophoca cinerea,9.2,Species mortality,9,Pollution,Industrial & military effluents
Neophoca cinerea,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Neophoca cinerea,2.4,Ecosystem stresses,2,Agriculture & aquaculture,Marine & freshwater aquaculture
Neophoca cinerea,4.3,Species mortality,4,Transportation & service corridors,Shipping lanes
Neophoca cinerea,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Neophoca cinerea,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Odobenus rosmarus,6.3,Species disturbance,6,Human intrusions & disturbance,Work & other activities
Odobenus rosmarus,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Odobenus rosmarus,11.1,Ecosystem stresses,11,Climate change & severe weather,Habitat shifting & alteration
Odobenus rosmarus,11.1,Species disturbance,11,Climate change & severe weather,Habitat shifting & alteration
Odobenus rosmarus,11.1,Indirect species effects,11,Climate change & severe weather,Habitat shifting & alteration
Odobenus rosmarus,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Odobenus rosmarus,9.2,Species disturbance,9,Pollution,Industrial & military effluents
Odobenus rosmarus,4.3,Species disturbance,4,Transportation & service corridors,Shipping lanes
Odobenus rosmarus,4.4,Species mortality,4,Transportation & service corridors,Flight paths
Odobenus rosmarus,4.4,Species disturbance,4,Transportation & service corridors,Flight paths
Odobenus rosmarus,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Odobenus rosmarus,3.1,Ecosystem stresses,3,Energy production & mining,Oil & gas drilling
Odobenus rosmarus,3.1,Species disturbance,3,Energy production & mining,Oil & gas drilling
Zalophus wollebaeki,11.5,Ecosystem stresses,11,Climate change & severe weather,Other impacts
Zalophus wollebaeki,11.5,Species mortality,11,Climate change & severe weather,Other impacts
Zalophus wollebaeki,11.5,Species disturbance,11,Climate change & severe weather,Other impacts
Zalophus wollebaeki,11.5,Indirect species effects,11,Climate change & severe weather,Other impacts
Zalophus wollebaeki,9.4,Ecosystem stresses,9,Pollution,Garbage & solid waste
Zalophus wollebaeki,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Zalophus wollebaeki,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Zalophus wollebaeki,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Zalophus wollebaeki,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Pusa caspica,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Pusa caspica,9.2,Species mortality,9,Pollution,Industrial & military effluents
Pusa caspica,9.2,Indirect species effects,9,Pollution,Industrial & military effluents
Pusa caspica,6.3,Ecosystem stresses,6,Human intrusions & disturbance,Work & other activities
Pusa caspica,6.3,Species mortality,6,Human intrusions & disturbance,Work & other activities
Pusa caspica,6.3,Species disturbance,6,Human intrusions & disturbance,Work & other activities
Pusa caspica,6.3,Indirect species effects,6,Human intrusions & disturbance,Work & other activities
Pusa caspica,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Pusa caspica,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Pusa caspica,5.4,Species disturbance,5,Biological resource use,Fishing & harvesting aquatic resources
Pusa caspica,5.4,Indirect species effects,5,Biological resource use,Fishing & harvesting aquatic resources
Pusa caspica,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Pusa caspica,4.3,Species mortality,4,Transportation & service corridors,Shipping lanes
Pusa caspica,4.3,Species disturbance,4,Transportation & service corridors,Shipping lanes
Pusa caspica,4.3,Indirect species effects,4,Transportation & service corridors,Shipping lanes
Pusa caspica,3.1,Ecosystem stresses,3,Energy production & mining,Oil & gas drilling
Pusa caspica,3.1,Species mortality,3,Energy production & mining,Oil & gas drilling
Pusa caspica,3.1,Species disturbance,3,Energy production & mining,Oil & gas drilling
Pusa caspica,3.1,Indirect species effects,3,Energy production & mining,Oil & gas drilling
Pusa caspica,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Pusa caspica,1.2,Species disturbance,1,Residential & commercial development,Commercial & industrial areas
Pusa caspica,7.3,Ecosystem stresses,7,Natural system modifications,Other ecosystem modifications
Pusa caspica,7.3,Species mortality,7,Natural system modifications,Other ecosystem modifications
Pusa caspica,7.3,Indirect species effects,7,Natural system modifications,Other ecosystem modifications
Pusa caspica,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Pusa caspica,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Pusa caspica,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Pusa caspica,1.3,Species disturbance,1,Residential & commercial development,Tourism & recreation areas
Pusa caspica,12.1,Ecosystem stresses,12,Other,Other threat
Pusa caspica,12.1,Species mortality,12,Other,Other threat
Pusa caspica,12.1,Indirect species effects,12,Other,Other threat
Pusa caspica,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Pusa caspica,1.1,Species disturbance,1,Residential & commercial development,Housing & urban areas
Pusa caspica,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Pusa caspica,9.3,Species mortality,9,Pollution,Agricultural & forestry effluents
Pusa caspica,9.3,Indirect species effects,9,Pollution,Agricultural & forestry effluents
Pusa caspica,9.6,Ecosystem stresses,9,Pollution,Excess energy
Pusa caspica,9.6,Species disturbance,9,Pollution,Excess energy
Pusa caspica,9.6,Indirect species effects,9,Pollution,Excess energy
Pusa caspica,8.1,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Pusa caspica,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Pusa caspica,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Telmatobius mendelsoni,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Myosorex gnoskei,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Rattus nikenii,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Oxymycterus wayku,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Oxymycterus wayku,3.3,Ecosystem stresses,3,Energy production & mining,Renewable energy
Oxymycterus wayku,3.3,Species disturbance,3,Energy production & mining,Renewable energy
Oxymycterus wayku,3.1,Ecosystem stresses,3,Energy production & mining,Oil & gas drilling
Oxymycterus wayku,3.1,Species disturbance,3,Energy production & mining,Oil & gas drilling
Melanophryniscus peritus,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Melanophryniscus peritus,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Melanophryniscus peritus,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Cedrus libani,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Cedrus libani,5.3,Species mortality,5,Biological resource use,Logging & wood harvesting
Cedrus libani,6.1,Ecosystem stresses,6,Human intrusions & disturbance,Recreational activities
Cedrus libani,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Cedrus libani,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Cedrus libani,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Cedrus libani,11.2,Ecosystem stresses,11,Climate change & severe weather,Droughts
Cedrus libani,11.2,Species mortality,11,Climate change & severe weather,Droughts
Cedrus libani,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Microcebus marohita,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Microcebus marohita,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bos javanicus,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Bos javanicus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Bos javanicus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos javanicus,2.1,Species mortality,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos javanicus,2.1,Species disturbance,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos javanicus,2.1,Indirect species effects,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos javanicus,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bos javanicus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bos javanicus,5.3,Species mortality,5,Biological resource use,Logging & wood harvesting
Bos javanicus,5.3,Species disturbance,5,Biological resource use,Logging & wood harvesting
Bos javanicus,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Bos javanicus,2.2,Species mortality,2,Agriculture & aquaculture,Wood & pulp plantations
Bos javanicus,2.2,Species disturbance,2,Agriculture & aquaculture,Wood & pulp plantations
Bos javanicus,2.2,Indirect species effects,2,Agriculture & aquaculture,Wood & pulp plantations
Bos javanicus,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Bos javanicus,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Bos javanicus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Bos javanicus,4.1,Species mortality,4,Transportation & service corridors,Roads & railroads
Bos javanicus,4.1,Species disturbance,4,Transportation & service corridors,Roads & railroads
Bos javanicus,4.1,Indirect species effects,4,Transportation & service corridors,Roads & railroads
Bos javanicus,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Bos javanicus,8.1,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bos sauveli,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bos sauveli,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos sauveli,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Bos sauveli,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Bos sauveli,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Bos sauveli,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bos sauveli,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Bos sauveli,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Bos gaurus,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Bos gaurus,2.2,Ecosystem stresses,2,Agriculture & aquaculture,Wood & pulp plantations
Bos gaurus,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bos gaurus,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Bos gaurus,4.1,Ecosystem stresses,4,Transportation & service corridors,Roads & railroads
Bos gaurus,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bos gaurus,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Bos gaurus,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Bos gaurus,8.5,Species mortality,8,"Invasive & other problematic species, genes & diseases",Viral/prion-induced diseases
Bos gaurus,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bos gaurus,8.1,Ecosystem stresses,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Bubalus depressicornis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Bubalus depressicornis,7.2,Ecosystem stresses,7,Natural system modifications,Dams & water management/use
Bubalus depressicornis,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Bubalus depressicornis,2.3,Ecosystem stresses,2,Agriculture & aquaculture,Livestock farming & ranching
Bubalus depressicornis,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bubalus depressicornis,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
Bubalus depressicornis,5.3,Ecosystem stresses,5,Biological resource use,Logging & wood harvesting
Bubalus quarlesi,5.1,Species mortality,5,Biological resource use,Hunting & collecting terrestrial animals
Bubalus quarlesi,2.1,Ecosystem stresses,2,Agriculture & aquaculture,Annual & perennial non-timber crops
Bubalus quarlesi,3.2,Ecosystem stresses,3,Energy production & mining,Mining & quarrying
