assessmentId,internalTaxonId,scientificName,code,name,note
152593918,22696042,Aquila adalberti,2.1,Site/area management,"Continue with actions to reduce mortality, particularly from poisoning and electrocution (Gonz&aacute;lez and Oria 2004).
</P>"
152593918,22696042,Aquila adalberti,5.2,Policies and regulations,"Avoid the construction of wind farms in key areas for the species (Gonz&aacute;lez and Oria 2004).
</P>"
152593918,22696042,Aquila adalberti,5.2,Policies and regulations,"Approve regional recovery plans (Gonz&aacute;lez and Oria 2004).
</P>"
152593918,22696042,Aquila adalberti,1.1,Site/area protection,"Maintain an adequate area of legally protected habitat (e.g. within the Natura 2000 network).

</P>"
152593918,22696042,Aquila adalberti,3.2,Species recovery,"Continue the successful nest monitoring and supplementary feeding programmes (Gonz&aacute;lez and Oria 2004).
</P>"
152633447,103838531,Pyrrhula waterstradti,1.1,Site/area protection,Protect remaining habitat.
152637428,22698280,Pelecanoides garnotii,2.2,Invasive/problematic species control,Control predators on breeding (and potential breeding) islands.
152637428,22698280,Pelecanoides garnotii,2.1,Site/area management,Address the complex issue of guano extraction. Provide artificial burrows. Control predators on breeding (and potential breeding) islands.
152637428,22698280,Pelecanoides garnotii,3.2,Species recovery,Provide artificial burrows.
152662274,22702585,Thripophaga cherriei,2.1,Site/area management,"<B>Improve protection of riverine habitats in Sipapo Forest Reserve.
</P>"
152662274,22702585,Thripophaga cherriei,1.1,Site/area protection,"<B>Grant protected status to any other occupied sites outside Sipapo Forest Reserve.

</P>"
152662814,22718856,Ploceus burnieri,2.1,Site/area management,"Carry out management planning in the valley including zoning plans for industry, agriculture, livestock grazing and wildlife."
152662814,22718856,Ploceus burnieri,1.1,Site/area protection,Lobby government for improved status of the Kilombero Valley protected area as its current status is seen to be failing conservation and wildlife.
152668395,22715529,Megalurulus grosvenori,1.1,Site/area protection,"Identify and effectively protect a network of reserves, including some containing large areas of montane forest and some large community based conservation areas. 
</P>"
152684668,22697997,Pterodroma longirostris,2.2,Invasive/problematic species control,"Eradicate introduced fauna and maqui and elm-leaf blackberry from Alejandro Selkirk.
"
152684668,22697997,Pterodroma longirostris,4.3,Awareness & communications,Improve community awareness of the status of the species and the need for eradication programmes.
152705266,22698042,Pterodroma solandri,2.2,Invasive/problematic species control,"Eradicate cats and rats from Norfolk Island<B><SUP>10</SUP></B>, or at least a significant exclusion area<B><SUP>10,11</SUP></B>.


</P>"
152705266,22698042,Pterodroma solandri,5.1.3,Sub-national level,"Impose strict quarantine procedures on any vessels visiting Phillip Island and Lord Howe Island

</P>"
152705266,22698042,Pterodroma solandri,5.1.1,International level,"Implement bird-safe fishing practices in the Pacific Ocean fleet


</P>"
152705266,22698042,Pterodroma solandri,3.3.2,Benign introduction,"Consider translocation of chicks<B><SUP>10,11</SUP></B>.
</P>"
152715347,22698084,Pterodroma incerta,2.2,Invasive/problematic species control,"Eradicate mice from Gough. 
<P>
Minimise the risk of further introduced species establishing on Gough Island, particularly any rat Rattus species (P. G. Ryan in litt. 1999)."
152719059,22698252,Puffinus huttoni,2.1,Site/area management,"Commence nest protection if new research indicates predation is having a significant effect.
Control feral pigs around boundaries of remaining two sites.
"
152719059,22698252,Puffinus huttoni,3.3.1,Reintroduction,Re-establish colonies at accessible sites along the flight path (Cuthbert 1999).
152723568,132467692,Puffinus newelli,2.2,Invasive/problematic species control,Continue with predator control.
152723568,132467692,Puffinus newelli,5.1.3,Sub-national level,Enforce regulatory compliance to minimize light attraction.
152723568,132467692,Puffinus newelli,1.1,Site/area protection,Establish predator-free colonies through fencing and trapping of predators.
152723568,132467692,Puffinus newelli,3.2,Species recovery,Continue to retrieve grounded birds.
152726109,22696649,Papasula abbotti,2.2,Invasive/problematic species control,"Monitor the abundance and spread of <I>A. gracilipes</I><B><SUP>3</SUP></B> whilst continuing to implement control measures.
</P>"
152726109,22696649,Papasula abbotti,2.2,Invasive/problematic species control,"Continue to implement weed management strategy<B><SUP>3</SUP></B>.
</P>"
152726109,22696649,Papasula abbotti,2.1,Site/area management,"Negotiate with the mining company to ensure protection of all breeding habitat and appropriate buffers.
</P>"
152726109,22696649,Papasula abbotti,2.1,Site/area management,"Minimise and monitor effects of developments such as the launch pad<B><SUP>3</SUP></B>.

</P>"
152726109,22696649,Papasula abbotti,5.1.1,International level,"Address threats from global climate change and fisheries at national and international levels<B><SUP>3</SUP></B>.
</P>"
152726109,22696649,Papasula abbotti,1.1,Site/area protection,Protect all nesting existing and potential future habitat. 
153022606,22685533,Cyanopsitta spixii,2.1,Site/area management,Manage and enforce protected areas.
153022606,22685533,Cyanopsitta spixii,3.4.1,Captive breeding/artificial propagation,Continue cooperation between holders of captive birds and expand the captive population.
153022606,22685533,Cyanopsitta spixii,3.3.1,Reintroduction,Introduce captive-bred fledglings and ensure protection from trappers.
153022606,22685533,Cyanopsitta spixii,4.3,Awareness & communications,Continue the community education and engagement programmes.
153022606,22685533,Cyanopsitta spixii,1.2,Resource & habitat protection,"Protect and improve habitat at the identified release sites, including by management of goats."
153022606,22685533,Cyanopsitta spixii,5.4.3,Sub-national level,Introduce captive-bred fledglings and ensure protection from trappers.
153022606,22685533,Cyanopsitta spixii,2.3,Habitat & natural process restoration,"Protect and improve habitat at the identified release sites, including by management of goats."
153660526,22724673,Xanthopsar flavus,2.1,Site/area management,"Fence and protect traditional colony sites, where locally appropriate."
153660526,22724673,Xanthopsar flavus,2.1,Site/area management,Enforce legislation on burning in Paraguay.
153660526,22724673,Xanthopsar flavus,5.4.1,International level,Legislate for and enforce restrictions on trade.
153660526,22724673,Xanthopsar flavus,5.1.1,International level,Legislate for and enforce restrictions on trade.
153660526,22724673,Xanthopsar flavus,4.3,Awareness & communications,Carry out awareness campaigns.
153660526,22724673,Xanthopsar flavus,1.1,Site/area protection,Continue and expand the Colony Guardian programme to protect nest sites and fledglings.
153776311,22724010,Psarocolius cassini,2.1,Site/area management,Advocate conservation measures within natural biotic areas/anthropogenic reserves.
153776311,22724010,Psarocolius cassini,1.1,Site/area protection,Effectively protect the currently known sites of occurrence.
153870898,22710940,Acridotheres cinereus,3.1.1,Harvest management,Protect the species to reduce trapping.
153953594,22689826,Eleothreptus candicans,2.2,Invasive/problematic species control,Monitor and control the spread of invasive grass species.
153953594,22689826,Eleothreptus candicans,2.1,Site/area management,"Establish fire management regimes at protected sites, to create and maintain mosaics of vegetation ages, and prevent uncontrollable, destructive wildfires during the breeding season.
</P>"
153953594,22689826,Eleothreptus candicans,1.2,Resource & habitat protection,Secure further private protected areas within the Cerrado de Laguna Blanca IBA.
154065622,22685448,Psittacula eques,2.1,Site/area management,"Continue nest site management and provision of artificial nestboxes.
</P>"
154065622,22685448,Psittacula eques,2.1,Site/area management,"Continue to feed wild birds with supplementary food.
</P>"
154065622,22685448,Psittacula eques,2.1,Site/area management,"Establish new, and improve existing, CMAs.
</P>"
154065622,22685448,Psittacula eques,3.3.2,Benign introduction,"Continue to establish two new subpopulations in Chamarel and Bambous Mountains. Consider reintroduction to R&eacute;union.

</P>"
154165751,22692353,Laterallus jamaicensis,2.1,Site/area management,Manage retreat at coastal sites so they continue to support the species in the face of sea level rise and increased storm frequency. Take the species's needs into account when managing potentially suitable impounded tidal marshes.
154165751,22692353,Laterallus jamaicensis,1.2,Resource & habitat protection,Conserve wetland habitats within its range.
154165751,22692353,Laterallus jamaicensis,3.2,Species recovery,Protect threatened subpopulations.
154218249,22724592,Cranioleuca henricae,2.1,Site/area management,Support the maintenance of traditional land-use and tenure systems that allow natural woodland habitats to persist.
154218249,22724592,Cranioleuca henricae,2.1,Site/area management,Act to prevent further erosion and landslides below Inquisivi. 
154218249,22724592,Cranioleuca henricae,6.2,Substitution,Encourage sustainable ethno-ecotourism as a new source of income for local communities that protect forest patches. 
154218249,22724592,Cranioleuca henricae,1.1,Site/area protection,Establish municipal or private reserves that ensure protection of the best remaining forest patches.
154343307,22700667,Pachyramphus spodiurus,2.1,Site/area management,Effectively protect the Northwest Peru Biosphere Reserve.
154343307,22700667,Pachyramphus spodiurus,1.1,Site/area protection,Establish additional protected areas for the species.
154343307,22700667,Pachyramphus spodiurus,4.3,Awareness & communications,Work with local communities to achieve conservation objectives.
154373407,22690419,Streptopelia turtur,2.1,Site/area management,Promote inclusion of turtle-dove requirements into Protected Area management plans. Promote early controlled burning in the European Turtle-dove's wintering range to prevent wildfires. Develop breeding season guidelines for the suitable management of European Turtle-dove key sites.
154373407,22690419,Streptopelia turtur,5.4.2,National level,Create guidance for the effective enforcement of hunting regulations and develop training to improve the enforcement of hunting laws.
154373407,22690419,Streptopelia turtur,5.1.2,National level,Survey national hunting legislation. Ensure the consistency of hunting legislation with harvest management measures. Develop legislation to stop poor hunting tourism practice. Influence legislation (or guidelines) to include European Turtle-dove conservation in the Environmental Impact Assessment (EIA) processes.
154373407,22690419,Streptopelia turtur,5.1.1,International level,Include the European Turtle-dove on the EU list of priority species. Develop a set of agreed standards and methodologies across all range states. Ensure all national action plans are coordinated with the International Single Species Action Plan for the European Turtle-dove.
154373407,22690419,Streptopelia turtur,5.3,Private sector standards & codes,"Develop, test and implement guidelines on managing habitats at passage and wintering sites. Establish management agreements for specific roosting areas under special interest groups. Ensure national monitoring schemes include specific surveys on the European Turtle-dove. Include the European Turtle-dove in national biodiversity strategies and action plans. Increase capacity in small conservation NGOs."
154373407,22690419,Streptopelia turtur,5.2,Policies and regulations,"Develop national conservation strategies for conserving the European Turtle-dove.
"
154373407,22690419,Streptopelia turtur,1.2,Resource & habitat protection,"Create or maintain seed-rich habitats and suitable nesting habitat. Ensure provision of accessible drinking water. Establish chemical-free areas within important European Turtle-dove areas, including restricting chemical use in Priority Intervention Areas."
154373407,22690419,Streptopelia turtur,6.3,Market forces,Promote good hunting tourism practice in areas where hunting tourism occurs.
154373407,22690419,Streptopelia turtur,3.1.1,Harvest management,Develop a harvest management modelling framework.
154373407,22690419,Streptopelia turtur,3.1.2,Trade management,Put in place a temporary hunting moratorium and yearly planning on hunting quotas and seasons.
154373407,22690419,Streptopelia turtur,1.1,Site/area protection,Propose that Natura 2000 sites which host 10 or more breeding pairs are made Special Protection Areas (SPAs). Identify Key Biodiversity Areas (KBAs) and additional Priority Intervention Areas for the European Turtle-dove.
154373407,22690419,Streptopelia turtur,4.2,Training,Develop and promote European Turtle-dove friendly management in farming systems.
154373407,22690419,Streptopelia turtur,4.3,Awareness & communications,"Develop a communications strategy to promote the Action Plan. Promote the European Turtle-dove as a target species for national citizen science projects. Implement a European Turtle-dove-specific Sustainable Hunting Initiative to promote good hunting practice. Promote a zero-tolerance approach to illegal killing and conduct an advocacy campaign to promote the enforcement of hunting legislation. Promote good practice for farmers and develop guidelines to reduce the detrimental impacts of agriculture on European Turtle-doves. Create educational materials for schools to reduce the disturbance of wildlife. Promote good practice guidelines for anyone putting out food or water for birds. Promote best practice across the breeding and wintering grounds. Convene a biannual meeting of expert groups to discuss the progress of the action plan. Create an online workspace to facilitate data sharing and discussion. Convene a working group with a representative to liase with Convention on Migratory Species (CMS), African-Eurasian Migratory Landbirds Action Plan (AEMLAP) and Migrant Landbird Study Group (MLSG). Convene an international European Turtle-dove study group and an international European Turtle-dove sustainable harvest working group."
154373407,22690419,Streptopelia turtur,3.2,Species recovery,Develop and put in place emergency feeding schemes.
154380861,22685527,Anodorhynchus glaucus,3.2,Species recovery,Prepare to follow-up on any positive data from these interviews.
154436811,22680384,Aythya baeri,2.3,Habitat & natural process restoration,"Protect, manage and restore large wetlands in China and in other countries where the species winters."
154436811,22680384,Aythya baeri,2.1,Site/area management,"Designate the Xianghai Nature Reserve (China) as a restricted area during the breeding season, and designate and protect Hengshui Hu, Hebei Province (China)."
154436811,22680384,Aythya baeri,1.2,Resource & habitat protection,"Protect, manage and restore large wetlands in China and in other countries where the species winters."
154436811,22680384,Aythya baeri,5.1.1,International level,Ensure legal protection of this species in all range states.
154436811,22680384,Aythya baeri,4.3,Awareness & communications,"Raise awareness of this species, especially amongst policy makers."
154436811,22680384,Aythya baeri,1.1,Site/area protection,"Protect birds at all known breeding and wintering sites, and conduct direct interventions to maximise breeding success (e.g. include provision of supplementary food and nest protection)."
154436811,22680384,Aythya baeri,1.1,Site/area protection,Extend the area of the Khanka Lake Reserve (Russia).
154436811,22680384,Aythya baeri,3.4.1,Captive breeding/artificial propagation,Implement a global strategy for the management of captive breeding populations.
154436811,22680384,Aythya baeri,3.2,Species recovery,Conduct direct interventions to maximise breeding success (e.g. include provision of supplementary food and nest protection.
154436811,22680384,Aythya baeri,3.1.1,Harvest management,"Enforce, and develop if necessary, regulations to prevent hunting mortality and egg collection."
154466465,22726026,Gymnobucco vernayi,1.1,Site/area protection,Protect the Namba mountains.
154471605,22735588,Acrocephalus longirostris,2.2,Invasive/problematic species control,"Consider control of predators at sites known to be important to the species.  
</P>"
154471605,22735588,Acrocephalus longirostris,1.2,Resource & habitat protection,"Control the exploitation of bamboo. <B> </B>

</P>"
154471605,22735588,Acrocephalus longirostris,1.1,Site/area protection,Protect important sites from habitat clearance through road and dam building and degradation by off-road vehicles.
154800996,22686411,Amazona imperialis,5.4.2,National level,"Continue enforcement of the protection of the Morne Diablotin and Morne Trois Pitons National Parks, and the Northern and Central Forest Reserves."
154800996,22686411,Amazona imperialis,5.1.2,National level,"Continue to prohibit trade in this species, exports for captive breeding, and import of non-native psittacines as pets on Dominica.

"
154800996,22686411,Amazona imperialis,4.3,Awareness & communications,Increase awareness for the species.
154800996,22686411,Amazona imperialis,3.4.1,Captive breeding/artificial propagation,Enhance in-country infrastructure for parrot rehabilitation and release.
154800996,22686411,Amazona imperialis,1.1,Site/area protection,"Continue enforcement of the protection of the Morne Diablotin and Morne Trois Pitons National Parks, and the Northern and Central Forest Reserves."
154800996,22686411,Amazona imperialis,4.2,Training,Increase professional capacity.
154800996,22686411,Amazona imperialis,1.2,Resource & habitat protection,"As many old trees with holes for nesting have been felled, consider establishing a nest box scheme to replace nesting sites."
154800996,22686411,Amazona imperialis,2.3,Habitat & natural process restoration,Implement a habitat recovery programme to allow for regeneration of the forest.
154812309,154807906,Anthocephala floriceps,2.1,Site/area management,Improve habitat connectivity and give protection to rural buffer zones around forest fragments.
154812309,154807906,Anthocephala floriceps,1.1,Site/area protection,"Designate more protected areas, for example at the Valle del RÃ­o FrÃ­o."
154895845,22695180,Neophron percnopterus,2.1,Site/area management,Protect breeding sites and high-quality foraging habitats within the home range of Egyptian Vulture pairs. Implement mitigation and retrofitting measures on energy infrastructure in sensitive areas to reduce electrocutions and collisions.
154895845,22695180,Neophron percnopterus,5.4.4,Scale unspecified,Effectively reduce risks of poisoning through strict enforcement of poison-bait ban.
154895845,22695180,Neophron percnopterus,5.4.2,National level,"Lobby for the banning of Diclofenac for veterinary purposes throughout the species's range, and support the enforcement of this ban where it has been adopted. Promote law enforcement to mitigate against electrocution and collisions with energy infrastructure. Improve law enforcement to mitigate illegal killing."
154895845,22695180,Neophron percnopterus,5.4.1,International level,Enforce the recent ban on the use of the pharmaceutical drug diclofenac in the Indian Subcontinent.
154895845,22695180,Neophron percnopterus,5.1.2,National level,"Lobby for the banning of Diclofenac for veterinary purposes throughout the species's range, and support the enforcement of this ban where it has been adopted. Promote legislation to reduce illegal killing."
154895845,22695180,Neophron percnopterus,5.1.1,International level,Lobby for measures to minimise the negative impacts of recent European Union animal hygiene regulations.
154895845,22695180,Neophron percnopterus,4.3,Awareness & communications,"Raise awareness amongst pastoralists of the dangers of using Diclofenac for livestock. Effectively reduce risks of poisoning through strict  education of impacts and laws. In key areas of the species range, implement long term and large-scale education and community involvement program. Raise awareness among risk groups and enforcement authorities against illegal killing. Raise awareness among planners and developers against dangerous energy infrastructure."
154895845,22695180,Neophron percnopterus,4.2,Training,Build capacity in countries along the migration flyways and in the wintering areas. 
154895845,22695180,Neophron percnopterus,1.1,Site/area protection,"Start and maintain intensive cooperation with local key stake-holders to ensure poison- and poaching-free zones at sites with high densities or congregations of the species throughout the breeding, migration and wintering range, alongside similar efforts for other threatened species."
154895845,22695180,Neophron percnopterus,3.4.1,Captive breeding/artificial propagation,Confiscate illegally kept live birds and use them for the purposes of captive breeding and future restocking and reintroduction programmes. Ensure a successful <I>ex situ</I> Egyptian Vulture Endangered Species Programme by adhering to best practice and cooperating with the European Endangered Species Programme.
154895845,22695180,Neophron percnopterus,3.2,Species recovery,"Establish supplementary feeding sites where appropriate, based on rigorous scientific knowledge and under adaptive management. Where appropriate, guard nests to reduce disturbance."
154909098,22735460,Atlapetes blancae,2.3,Habitat & natural process restoration,"Restore agricultural and pastureland, e.g. by promoting silvipasture methods (American Bird Conservancy 2019)."
154909098,22735460,Atlapetes blancae,1.2,Resource & habitat protection,Protect remaining habitat. 
155087808,155073764,Eclectus riedeli,1.1,Site/area protection,"Identify important sites, with a view to affording them protection."
155087808,155073764,Eclectus riedeli,4.3,Awareness & communications,Initiate awareness campaigns to elicit the support of local people in protecting forests.
155087823,155072216,Eclectus cornelia,3.1.2,Trade management,Captive sources should be registered and vetted to be authorised suppliers: capture from the wild is not viable.
155087823,155072216,Eclectus cornelia,1.2,Resource & habitat protection,"Nesting trees are a critical resource for this and other threatened birds on Sumba, and giving this resource a designated status could be a way to stabilise populations."
155087823,155072216,Eclectus cornelia,3.4.1,Captive breeding/artificial propagation,There are numerous individuals in captivity: there is potential for greater co-ordination to ensure genetic diversity is maintained.
155188651,155187257,Pelecanoides whenuahouensis,3.3.1,Reintroduction,NA
155188651,155187257,Pelecanoides whenuahouensis,2.2,Invasive/problematic species control,NA
155211528,22700764,Phytotoma raimondii,2.1,Site/area management,"Ensure the integrity of Murales forest and improve legal protection. 
</P>"
155211528,22700764,Phytotoma raimondii,4.3,Awareness & communications,"Initiate environmental education and ecotourism at Rafan.

</P>"
155211528,22700764,Phytotoma raimondii,1.1,Site/area protection,Work with oil companies with concessions in the Talara region to protect the extensive tracts of habitat.
155211528,22700764,Phytotoma raimondii,1.1,Site/area protection,"Effectively protect forest in the Rafan area. 
</P>"
155254449,22708574,Myadestes lanaiensis,3.4.1,Captive breeding/artificial propagation,"Should it be rediscovered, consideration should be given to establishing a captive population at high elevation on East Maui, where the habitat is relatively intact and free of threat from mosquitoes and avian disease.
"
155254750,155254743,Megascops gilesi,1.2,Resource & habitat protection,Protect remaining habitat.
155293606,22693170,Numenius borealis,2.3,Habitat & natural process restoration,"*Expand prairie habitat, and employ prescribed burnings<SUP>3</SUP>. 

</P>"
155293606,22693170,Numenius borealis,2.1,Site/area management,"*Expand prairie habitat, and employ prescribed burnings<SUP>3</SUP>.

</P>"
155300126,22690195,Columba argentina,1.2,Resource & habitat protection,Initiate conservation measures on Simeulue to counter the potential threats of hunting pressure and the loss and degradation of suitable habitat (Eaton 2010).
155300126,22690195,Columba argentina,1.1,Site/area protection,"Formulate a conservation strategy according to the results of this survey involving protection of key islands, especially those supporting breeding populations.

</P>"
155302134,22717368,Spizocorys fringillaris,2.1,Site/area management,Promote land management practices such as monitored livestock farming in the Moist Clay Highveld Grassland areas.
155302134,22717368,Spizocorys fringillaris,2.1,Site/area management,Prevent or minimise deleterious management regimes.
155302134,22717368,Spizocorys fringillaris,2.1,Site/area management,"Encourage a management regime that favours both this species and Rudd's Lark <I>Heteromirafra ruddi</I>; burn early in the breeding season following the rains, with subsequent heavy grazing, which should be stopped in December-March."
155302134,22717368,Spizocorys fringillaris,4.3,Awareness & communications,Raise awareness of and involve landowners in management practices for this species outside of protected areas.
155407702,22714839,Acrocephalus taiti,2.2,Invasive/problematic species control,"Ensure that further alien species are not accidentally introduced to Henderson. Re-attempt eradication of rats from Henderson.

</P>"
155417800,22692109,Anthropoides paradiseus,2.1,Site/area management,"Make hazardous power-lines more visible with appropriate devices<B><SUP>2</SUP></B>. 
</P>"
155417800,22692109,Anthropoides paradiseus,2.1,Site/area management,"Include habitat management in future planning of afforestable regions<B><SUP>2</SUP></B>. 
</P>"
155417800,22692109,Anthropoides paradiseus,2.1,Site/area management,"Encourage the retention of a mosaic of pasture and cereal cultivation in the Western Cape<B><SUP>8</SUP></B>.

</P>"
155417800,22692109,Anthropoides paradiseus,1.2,Resource & habitat protection,"Prevent conversion of grassland habitat to other land uses<B><SUP>11</SUP></B>.
</P>"
155417800,22692109,Anthropoides paradiseus,4.3,Awareness & communications,"Target awareness campaigns at the farming community so as to increase awareness and reduce deliberate poisoning of cranes for food<B><SUP>2,11</SUP></B>. 
</P>"
155417800,22692109,Anthropoides paradiseus,4.3,Awareness & communications,"Encourage more responsible use of agrochemicals<B><SUP>2</SUP></B>.
</P>"
155417800,22692109,Anthropoides paradiseus,4.3,Awareness & communications,"Discourage the taking of fledglings from the wild<B><SUP>2</SUP></B>. 
</P>"
155417800,22692109,Anthropoides paradiseus,1.1,Site/area protection,"Increase conservation protection of grasslands and wetlands north of Etosha National Park, and secure key grassland areas for cranes in South Africa."
155417800,22692109,Anthropoides paradiseus,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered.
"
155417800,22692109,Anthropoides paradiseus,3.2,Species recovery,Draft a species recovery plan.
155418586,22678122,Apteryx australis,2.2,Invasive/problematic species control,Maintain the mustelid-free status of Stewart Island and investigate the eradication of cats from the island (H. A. Robertson <i>in litt</i>. 2016) 
155418586,22678122,Apteryx australis,5.1.3,Sub-national level,"Promote legislative and policy changes to protect populations and encourage high-quality advocacy at all levels (Robertson 1998, Holzapfel <i>et al</i>. 2008)."
155418586,22678122,Apteryx australis,4.3,Awareness & communications,"Educate and inform the public and encourage community involvement in Kiwi conservation (Robertson 2003, Holzapfel <i>et al</i>. 2008)."
155418586,22678122,Apteryx australis,3.4.1,Captive breeding/artificial propagation,"Collar and Butchart (2013) suggested that captive breeding should be considered. However, this is not considered useful by the Recovery Team (Holzapfel <i>et al<i> 2008).
"
155418586,22678122,Apteryx australis,3.2,Species recovery,Intensively manage the Haast population and at least one other mainland population using the ONE programme with the goal of doubling the population (Holzapfel <i>et al</i>. 2008).
155419092,22696038,Aquila nipalensis,2.1,Site/area management,Dangerous electric powerline constructions should be replaced or fitted with protective devices.
155419092,22696038,Aquila nipalensis,5.1.1,International level,Promote a ban on the use of diclofenac in Europe.
155419092,22696038,Aquila nipalensis,4.3,Awareness & communications,Educate herdsmen and other locals in the ecological value and vulnerability of this species (Tucker and Heath 1994).
155419092,22696038,Aquila nipalensis,1.1,Site/area protection,Protect remaining grassland steppes in Europe and the rest of its range.
155420330,22681981,Aulacorhynchus huallagae,1.1,Site/area protection," *Designate further protected areas encompassing montane forests within its potential range.


</P>"
155421727,22694870,Brachyramphus marmoratus,2.1,Site/area management,"Reduce oil spills, gillnet mortality and logging <SUP>11</SUP>.
</P>"
155421727,22694870,Brachyramphus marmoratus,2.1,Site/area management,"Protect nesting and occupied habitats and create new, larger blocks of habitat throughout their range<SUP>11</SUP>. 
</P>"
155421727,22694870,Brachyramphus marmoratus,2.1,Site/area management,"Move campgrounds away from old-growth areas in State and county Parks and on federal lands, in order to reduce predator populations in breeding areas. 
</P>"
155421727,22694870,Brachyramphus marmoratus,2.1,Site/area management," Minimise damage to fish stocks and feeding areas<SUP>18</SUP>. 
</P>"
155421727,22694870,Brachyramphus marmoratus,5.1.2,National level,"List as Threatened in Alaska<SUP>11</SUP>

</P>"
155421727,22694870,Brachyramphus marmoratus,3.2,Species recovery,Implement the SARA Canadian Marbled Murrelet Recovery Strategy and the Action Plans proposed therein.
155425140,22733562,Chlamydotis macqueenii,2.1,Site/area management,NA
155425140,22733562,Chlamydotis macqueenii,1.1,Site/area protection,NA
155425140,22733562,Chlamydotis macqueenii,3.4.1,Captive breeding/artificial propagation,NA
155425140,22733562,Chlamydotis macqueenii,3.1.1,Harvest management,NA
155431439,22696446,Falco concolor,5.3,Private sector standards & codes,"Oppose developments which would encroach on breeding colonies. 
</P>"
155431439,22696446,Falco concolor,4.3,Awareness & communications,"Restrict access to important breeding colonies. 
</P>"
155431439,22696446,Falco concolor,4.2,Training,Train local people in survey techniques (McGrady and Nicoll 2008).
155439729,22718444,Hemimacronyx chloris,2.1,Site/area management,"Provide incentives to landowners to manage existing grasslands beneficially.
</P>"
155439729,22718444,Hemimacronyx chloris,2.1,Site/area management,"Identify uses of grassland with fewer negative impacts than forestry, and provide incentives for their rapid adoption.


</P>"
155439729,22718444,Hemimacronyx chloris,4.3,Awareness & communications,Use awareness programmes and incentives to attempt to get landowners to manage their land beneficially for this species. 
155439729,22718444,Hemimacronyx chloris,1.1,Site/area protection,"Identify and protect suitable habitat for this species, and known areas where this species occurs."
155444937,22724229,Leistes defilippii,2.1,Site/area management,Manage agricultural land to ensure that habitat loss does not exceed habitat gain.
155450500,22679678,Odontophorus strophium,1.1,Site/area protection,"Ensure effective protection for the forests of the Serrania de los Yariguies.
</P>"
155450500,22679678,Odontophorus strophium,1.1,Site/area protection,"Develop initiatives to protect any additional sites discovered, including targeted land acquisition where appropriate 
</P>"
155460294,22685237,Pezoporus occidentalis,2.2,Invasive/problematic species control,"<P>Implement targeted cat control in area of extant population, and other areas according to priority. 
<P>Collaborate with landholders to maintain dingoes in the landscape that encompasses the extant population in Queensland, to suppress cats and foxes. 
<P>Eradicate buffel grass on land leased or managed for Night Parrot conservation. 
<P>Exclude cattle grazing of the habitat used by the population in Queensland on land leased or managed for Night Parrot conservation, ensuring that risks to parrots are avoided or minimised. "
155460294,22685237,Pezoporus occidentalis,2.1,Site/area management,"<P>Manage access to land leased or managed for Night Parrot conservation to minimise fire ignition, and brief visitors on strategies and protocols to prevent fire ignition. 
<P>Establish strategic mineral earth fire breaks to prevent the spread of fire on land leased or managed for Night Parrot conservation. 
<P>Establish protocols for access to land leased or managed for Night Parrot conservation that specify the conditions under which access is permitted. 
<P>Establish protocols that specify the conditions under which research, survey, and observations of Night Parrots is considered acceptable in area of extant sub-population. 
<P>Avoid or minimise the use of fences in areas likely to be traversed by the night parrot. 
<P>Where fences cannot be avoided, construct in a manner that avoids or minimises risks to the Night Parrot. 
<P>Establish capacity and suppress fires in habitat in area of extant population. "
155460294,22685237,Pezoporus occidentalis,4.3,Awareness & communications,"<P>Collaborate with landholders to minimise the risk of fire in the landscape that encompasses the extant population. 
<P>Collaborate with landholders to manage buffel grass to meet both economic and Night Parrot conservation objectives in area of extant population. 
<P>Collaborate with landholders to manage stock grazing to meet both economic and Night Parrot conservation objectives in area of extant population. 
<P>Collaborate with landholders to manage stock water access to meet both economic and Night Parrot conservation objectives in the area of the extant population. 
<P>Promote opportunities to undertake or participate in survey and monitoring when techniques have been established and risks to the conservation of the Night Parrot can be controlled. 
<P>Identify, inform and collaborate with partners, including traditional owners, landholders, community-based organisations, and conservation management organisations associated with the area of the extant sub-population. 
<P>Prepare and implement a communications strategy that contributes to reducing risk associated with illegal and bird-watching activities, increases the effectiveness of survey and monitoring programs, and promotes collaboration. "
155460294,22685237,Pezoporus occidentalis,5.4.3,Sub-national level,"<P>Implement strategies to detect and prevent unauthorised access to land leased or managed for Night Parrot conservation. 
<P>Develop and implement quarantine protocols for persons who may come into contact with Night Parrots. Adopt/develop and implement hygiene and reporting protocols for the Night Parrot. "
155462058,22707192,Pomarea whitneyi,2.2,Invasive/problematic species control,"<B>Continue rat control in areas where this work is already ongoing, and expand control to other areas<SUP>4,6,9</SUP></B>. <B>Initiate a programme to control cats and assess their effect on the species<SUP>9</SUP></B>.
</P>"
155462058,22707192,Pomarea whitneyi,4.3,Awareness & communications,"<B>Continue a public awareness programme<SUP>7,9</SUP></B>. 
</P>"
155462058,22707192,Pomarea whitneyi,3.4.1,Captive breeding/artificial propagation,Collar and Butchart (2013) suggested that captive breeding should be considered.
155462058,22707192,Pomarea whitneyi,3.3.2,Benign introduction,"*Consider translocation.

</P>"
155462561,22736498,Psittacus timneh,3.1.2,Trade management,"Ensure that proposed trade restrictions are implemented.<B>
</P>"
