scientificName,redlistCategory,actions,other_threats,smallpop
Myiothlypis basilica,Vulnerable,NA,NA,NA
Basileuterus ignotus,Vulnerable,NA,NA,NA
Xenoligea montana,Vulnerable,NA,NA,yes
Poospiza goeringi,Vulnerable,NA,NA,NA
Habia atrimaxillaris,Endangered,yes,NA,NA
Bangsia melanochlamys,Vulnerable,NA,yes,yes
Cnemathraupis aureodorsalis,Endangered,NA,NA,yes
Wetmorethraupis sterrhopteron,Vulnerable,NA,NA,NA
Tangara cabanisi,Endangered,NA,NA,NA
Tangara fastuosa,Vulnerable,yes,NA,yes
Dacnis berlepschi,Vulnerable,NA,NA,NA
Microspingus alticola,Endangered,NA,NA,yes
Poospiza baeri,Vulnerable,NA,NA,yes
Sporophila nigrorufa,Vulnerable,NA,NA,yes
Melanospiza richardsoni,Endangered,NA,NA,NA
Geospiza psittacula,Vulnerable,NA,yes,NA
Geospiza pallida,Vulnerable,NA,yes,NA
Pinaroloxias inornata,Vulnerable,NA,yes,NA
Icterus bonana,Vulnerable,yes,yes,NA
Nesopsar nigerrimus,Endangered,yes,NA,NA
Otus alfredi,Endangered,NA,NA,NA
Caprimulgus solala,Vulnerable,NA,NA,NA
Phylloscartes beckeri,Endangered,NA,NA,NA
Phapitreron brunneiceps,Vulnerable,NA,NA,yes
Calicalicus rufocarpalis,Vulnerable,NA,NA,yes
Cyanoramphus forbesi,Vulnerable,yes,yes,NA
Anas nesiotis,Endangered,yes,NA,yes
Glaucidium nubicola,Vulnerable,NA,NA,NA
Grallaria ridgelyi,Endangered,NA,NA,yes
Otus beccarii,Vulnerable,NA,NA,NA
Phibalura boliviana,Endangered,NA,yes,NA
Ninox leventisi,Endangered,NA,NA,NA
Eurostopodus nigripennis,Vulnerable,NA,yes,yes
Ramphastos vitellinus,Vulnerable,NA,NA,NA
Ramphastos ariel,Endangered,NA,NA,NA
Ramphastos culminatus,Vulnerable,NA,NA,NA
Otidiphaps insularis,Endangered,NA,NA,NA
Trichoglossus forsteni,Vulnerable,NA,NA,yes
Trichoglossus rosenbergii,Vulnerable,NA,NA,NA
Celeus tinnunculus,Vulnerable,NA,NA,NA
Chrysocolaptes strictus,Vulnerable,NA,yes,yes
Chrysocolaptes erythrocephalus,Endangered,NA,NA,yes
Oxypogon stuebelii,Vulnerable,NA,NA,yes
Actenoides bougainvillei,Endangered,NA,NA,NA
Buceros hydrocorax,Vulnerable,NA,NA,NA
Buceros mindanensis,Vulnerable,NA,NA,NA
Meiglyptes tristis,Endangered,NA,NA,NA
Arborophila charltonii,Vulnerable,NA,yes,yes
Lophura erythrophthalma,Vulnerable,yes,NA,NA
Lophura pyronota,Vulnerable,NA,NA,NA
Prioniturus mindorensis,Vulnerable,NA,NA,NA
Coracopsis barklyi,Vulnerable,NA,yes,yes
Actenoides regalis,Vulnerable,NA,NA,NA
Otidiphaps aruensis,Vulnerable,NA,NA,NA
Pteroglossus bitorquatus,Endangered,NA,NA,NA
Treron griveaudi,Endangered,NA,NA,NA
Rhizothera dulitensis,Vulnerable,NA,NA,yes
Geotrygon purpurata,Endangered,NA,NA,yes
Chlorodrepanis flava,Vulnerable,NA,NA,NA
Circus maillardi,Endangered,yes,yes,yes
Zoothera turipavae,Vulnerable,NA,NA,NA
Phyllomyias urichi,Endangered,NA,NA,NA
Scytalopus iraiensis,Endangered,NA,NA,yes
Centrocercus minimus,Endangered,NA,yes,NA
Chondrohierax wilsonii,Critically Endangered,NA,NA,yes
Megapodius geelvinkianus,Vulnerable,NA,NA,NA
Aerodramus bartschi,Endangered,yes,yes,NA
Doliornis sclateri,Vulnerable,NA,NA,yes
Zimmerius villarejoi,Vulnerable,NA,NA,NA
Capito wallacei,Vulnerable,NA,NA,yes
Poecilotriccus luluae,Endangered,NA,yes,NA
Clanga hastata,Vulnerable,NA,yes,NA
Geotrygon caniceps,Vulnerable,NA,yes,NA
Geotrygon leucometopia,Endangered,NA,yes,NA
Monticola erythronotus,Endangered,NA,NA,NA
Progne murphyi,Vulnerable,NA,NA,yes
Threskiornis bernieri,Endangered,yes,NA,NA
Progne modesta,Endangered,NA,yes,yes
Otus thilohoffmanni,Endangered,NA,NA,yes
Gallirallus calayanensis,Vulnerable,NA,NA,NA
Amaurornis magnirostris,Vulnerable,NA,NA,NA
Buteo socotraensis,Vulnerable,NA,yes,yes
Struthio molybdophanes,Vulnerable,NA,NA,NA
Hemiphaga chathamensis,Vulnerable,yes,NA,yes
Thamnophilus tenuepunctatus,Vulnerable,NA,NA,NA
Aglaiocercus berlepschi,Endangered,NA,NA,NA
Pyrrhura pfrimeri,Endangered,NA,NA,NA
Nisaetus pinskeri,Endangered,NA,NA,NA
Pomarea mendozae,Endangered,yes,NA,yes
Garrulax bicolor,Endangered,yes,NA,NA
Clytorhynchus sanctaecrucis,Endangered,NA,NA,NA
Turnix novaecaledoniae,Critically Endangered,NA,NA,yes
Polyplectron katsumatae,Endangered,yes,NA,yes
Nesospiza questi,Vulnerable,NA,NA,NA
Sholicola major,Endangered,NA,NA,NA
Passer hemileucus,Vulnerable,NA,NA,yes
Rostratula australis,Endangered,NA,yes,NA
Nesospiza acunhae,Vulnerable,yes,NA,NA
Nesospiza wilkinsi,Endangered,NA,NA,yes
Phyllomyias weedeni,Vulnerable,NA,NA,NA
Scytalopus diamantinensis,Endangered,NA,yes,NA
Icterus northropi,Critically Endangered,yes,NA,yes
Chasiempis ibidis,Endangered,yes,yes,NA
Chasiempis sandwichensis,Vulnerable,NA,yes,NA
Grallaricula cumanensis,Vulnerable,NA,NA,NA
Scytalopus canus,Endangered,NA,NA,NA
Goura scheepmakeri,Vulnerable,NA,NA,NA
Nisaetus philippensis,Endangered,NA,NA,NA
Crax fasciolata,Vulnerable,NA,NA,NA
Malacoptila minor,Endangered,NA,NA,NA
Pyrrhura amazonum,Endangered,NA,NA,NA
Pyrrhura snethlageae,Vulnerable,NA,NA,NA
Pyrrhura subandina,Critically Endangered,NA,NA,yes
Pyrrhura caeruleiceps,Endangered,NA,NA,yes
Pyrrhura eisenmanni,Endangered,NA,NA,NA
Ninox malaitae,Vulnerable,NA,NA,NA
Ninox roseoaxillaris,Vulnerable,NA,NA,NA
Psophia dextralis,Endangered,NA,NA,NA
Psophia viridis,Vulnerable,NA,NA,NA
Coeligena consita,Vulnerable,NA,NA,yes
Ceyx melanurus,Vulnerable,NA,NA,NA
Ceyx mindanensis,Vulnerable,NA,NA,NA
Neomorphus geoffroyi,Vulnerable,NA,NA,NA
Pionites leucogaster,Endangered,NA,NA,NA
Pionites xanthurus,Vulnerable,NA,NA,NA
Aratinga solstitialis,Endangered,yes,NA,NA
Prosobonia parvirostris,Endangered,yes,yes,NA
Vini peruviana,Vulnerable,yes,NA,NA
Numenius tahitiensis,Vulnerable,yes,NA,NA
Grallaricula ochraceifrons,Endangered,NA,yes,yes
Erythropitta inspeculata,Vulnerable,NA,NA,NA
Erythropitta caeruleitorques,Endangered,NA,NA,yes
Erythropitta palliceps,Endangered,NA,NA,yes
Erythropitta splendida,Vulnerable,NA,NA,yes
Pitta rosenbergii,Vulnerable,NA,NA,NA
Grallaria saltuensis,Endangered,NA,NA,NA
Dendrocolaptes punctipectus,Vulnerable,NA,NA,yes
Premnoplex pariae,Endangered,NA,NA,NA
Asthenes usheri,Vulnerable,NA,NA,NA
Gerygone hypoxantha,Vulnerable,NA,NA,NA
Ceblepyris cucullatus,Vulnerable,NA,NA,yes
Lalage conjuncta,Vulnerable,NA,NA,NA
Cyanolanius comorensis,Endangered,NA,NA,NA
Symposiachrus ateralbus,Vulnerable,NA,NA,NA
Petroica dannefaerdi,Vulnerable,NA,NA,NA
Hypsipetes moheliensis,Endangered,NA,NA,NA
Phylloscopus maforensis,Vulnerable,NA,NA,NA
Phylloscopus misoriensis,Vulnerable,NA,NA,NA
Poodytes caudatus,Vulnerable,NA,NA,NA
Zosterops saypani,Endangered,yes,NA,NA
Mixornis prillwitzi,Vulnerable,NA,NA,yes
Rhabdornis rabori,Vulnerable,NA,NA,yes
Artisornis sousae,Endangered,NA,NA,yes
Turdinus calcicola,Vulnerable,NA,NA,NA
Rimator naungmungensis,Vulnerable,NA,NA,NA
Graminicola striatus,Vulnerable,NA,NA,yes
Montecincla meridionalis,Vulnerable,NA,NA,NA
Montecincla jerdoni,Endangered,NA,NA,NA
Larvivora tanensis,Vulnerable,NA,yes,yes
Hylocitrea bonthaina,Endangered,NA,NA,NA
Hemignathus affinis,Critically Endangered,yes,yes,yes
Arremon perijanus,Vulnerable,NA,NA,NA
Arremon phygas,Vulnerable,NA,NA,NA
Myiagra cervinicolor,Vulnerable,NA,NA,NA
Mirafra sharpii,Endangered,NA,NA,NA
Zosterops winifredae,Vulnerable,NA,NA,NA
Zosterops silvanus,Endangered,yes,NA,NA
Junco insularis,Endangered,NA,NA,yes
Rhipidura sauli,Vulnerable,NA,NA,NA
Edolisoma insperatum,Endangered,NA,NA,NA
Phyllastrephus viridiceps,Vulnerable,NA,NA,NA
Rubigula dispar,Vulnerable,NA,NA,NA
Pycnonotus snouckaerti,Vulnerable,NA,NA,NA
Acridotheres javanicus,Vulnerable,NA,NA,NA
Cyornis camarinensis,Vulnerable,NA,NA,yes
Rhyticeros narcondami,Endangered,yes,yes,yes
Tyto nigrobrunnea,Vulnerable,NA,NA,yes
Spilornis kinabaluensis,Vulnerable,NA,NA,NA
Larvivora ruficeps,Endangered,NA,NA,NA
Otus mendeni,Vulnerable,NA,NA,NA
Acrocephalus paludicola,Vulnerable,NA,NA,NA
Nisaetus nanus,Vulnerable,NA,NA,NA
Nisaetus bartelsi,Endangered,yes,NA,yes
Ninox reyi,Vulnerable,NA,NA,yes
Ninox ios,Vulnerable,NA,NA,yes
Mulleripicus fuliginosus,Vulnerable,NA,NA,NA
Symposiachrus sacerdotum,Endangered,NA,NA,NA
Marmaronetta angustirostris,Vulnerable,NA,NA,NA
Ficedula bonthaina,Endangered,NA,NA,NA
Sarcophanops samarensis,Vulnerable,NA,NA,NA
Eurostopodus diabolicus,Vulnerable,NA,NA,yes
Ciconia episcopus,Vulnerable,NA,NA,NA
Ciconia stormi,Endangered,NA,yes,yes
Ducula carola,Vulnerable,NA,NA,NA
Dicrurus menagei,Endangered,NA,NA,yes
Columba elphinstonii,Vulnerable,NA,NA,NA
Cochoa beccarii,Vulnerable,NA,NA,yes
Dasycrotapha speciosa,Endangered,NA,NA,NA
Columba eversmanni,Vulnerable,NA,NA,NA
Columba punicea,Vulnerable,NA,NA,yes
Chrysocolaptes xanthocephalus,Endangered,NA,NA,yes
Caprimulgus concretus,Vulnerable,NA,NA,NA
Asarcornis scutulata,Endangered,yes,yes,yes
Anas albogularis,Vulnerable,NA,yes,yes
Ramphiculus subgularis,Vulnerable,NA,NA,NA
Turnix everetti,Vulnerable,NA,NA,NA
Dicaeum haematostictum,Vulnerable,NA,NA,NA
Prioniturus luconensis,Endangered,yes,yes,yes
Sinosuthora zappeyi,Vulnerable,NA,yes,yes
Gymnocrex talaudensis,Endangered,NA,NA,NA
Spelaeornis badeigularis,Vulnerable,NA,NA,NA
Philemon fuscicapillus,Vulnerable,NA,NA,NA
Symposiachrus everetti,Endangered,NA,NA,NA
Geokichla cinerea,Vulnerable,NA,NA,NA
Otus sagittatus,Vulnerable,NA,NA,yes
Machlolophus nuchalis,Vulnerable,NA,NA,yes
Stachyris oglei,Vulnerable,NA,NA,NA
Ninox mindorensis,Vulnerable,NA,NA,NA
Toxostoma bendirei,Vulnerable,NA,yes,NA
Ninox rumseyi,Endangered,NA,NA,NA
Corvus florensis,Endangered,NA,yes,NA
Rimator pasquieri,Endangered,NA,NA,NA
Otus gurneyi,Vulnerable,NA,NA,yes
Tanygnathus gramineus,Vulnerable,NA,NA,NA
Gymnorhinus cyanocephalus,Vulnerable,NA,NA,NA
Trochalopteron yersini,Endangered,NA,NA,NA
Sypheotides indicus,Endangered,yes,NA,NA
Clanga clanga,Vulnerable,NA,yes,NA
Hydrornis baudii,Vulnerable,NA,NA,NA
Rhynchopsitta pachyrhyncha,Endangered,yes,NA,NA
Gymnocrex rosenbergii,Vulnerable,NA,NA,yes
Leptoptilos javanicus,Vulnerable,NA,yes,NA
Sterna acuticauda,Endangered,NA,yes,NA
Falco cherrug,Endangered,yes,yes,NA
Saxicola macrorhynchus,Vulnerable,NA,yes,yes
Rynchops albicollis,Vulnerable,NA,yes,NA
Amazona barbadensis,Vulnerable,NA,NA,NA
Grus nigricollis,Vulnerable,NA,yes,NA
Geothlypis flavovelata,Vulnerable,NA,yes,yes
Culicivora caudacuta,Vulnerable,NA,NA,NA
Alectrurus tricolor,Vulnerable,NA,NA,NA
Edolisoma nesiotis,Endangered,NA,NA,yes
Conopias cinchoneti,Vulnerable,NA,NA,NA
Lipaugus uropygialis,Vulnerable,NA,NA,yes
Carpodectes antoniae,Endangered,NA,NA,yes
Clytoctantes alixii,Endangered,NA,NA,yes
Clytoctantes atrogularis,Vulnerable,NA,NA,NA
Dysithamnus leucostictus,Vulnerable,NA,NA,NA
Dysithamnus plumbeus,Vulnerable,NA,NA,yes
Dysithamnus occidentalis,Vulnerable,NA,NA,yes
Clibanornis erythrocephalus,Vulnerable,NA,yes,yes
Grallaria rufocinerea,Vulnerable,NA,NA,yes
Grallaria przewalskii,Vulnerable,NA,NA,NA
Grallaricula cucullata,Vulnerable,NA,NA,yes
Eleoscytalopus psychopompus,Endangered,NA,NA,yes
Laniarius brauni,Endangered,NA,NA,NA
Cinclus schulzii,Vulnerable,NA,yes,yes
Sheppardia gabela,Endangered,NA,NA,NA
Cossypha heinrichi,Vulnerable,NA,NA,NA
Copsychus sechellarum,Endangered,yes,yes,yes
Ferminia cerverai,Endangered,NA,NA,NA
Locustella pleskei,Vulnerable,NA,yes,yes
Acrocephalus sorghophilus,Endangered,NA,NA,yes
Fringilla polatzeki,Endangered,yes,yes,yes
Chaetornis striata,Vulnerable,NA,NA,yes
Chrysomma altirostre,Vulnerable,NA,yes,NA
Laniellus langbianis,Endangered,NA,NA,NA
Anthus nattereri,Vulnerable,NA,NA,NA
Erythrura viridifacies,Vulnerable,NA,NA,NA
Atlapetes flaviceps,Endangered,NA,NA,NA
Acrobatornis fonsecai,Vulnerable,NA,NA,yes
Atlapetes melanopsis,Endangered,NA,NA,NA
Herpsilochmus pileatus,Vulnerable,NA,NA,yes
Garrulax konkakinhensis,Vulnerable,NA,NA,NA
Formicivora grantsaui,Endangered,NA,NA,NA
Scytalopus perijanus,Vulnerable,NA,NA,NA
Calamonastides gracilirostris,Vulnerable,NA,NA,NA
Montecincla cachinnans,Endangered,NA,NA,NA
Carpornis melanocephala,Vulnerable,NA,NA,yes
Acrocephalus tangorum,Vulnerable,NA,NA,NA
Apalis flavigularis,Endangered,NA,NA,NA
Laticilla cinerascens,Endangered,NA,yes,yes
Sylvietta chapini,Critically Endangered,NA,NA,yes
Pipilo socorroensis,Endangered,NA,NA,NA
Xenicus gilviventris,Endangered,yes,NA,NA
Accipiter gundlachi,Endangered,NA,NA,yes
Arborophila orientalis,Vulnerable,NA,NA,NA
Perdicula manipurensis,Endangered,NA,yes,yes
Branta sandvicensis,Vulnerable,yes,yes,yes
Anas wyvilliana,Endangered,yes,yes,NA
Carpococcyx viridis,Critically Endangered,NA,NA,yes
Thryophilus sernai,Endangered,NA,NA,NA
Catreus wallichii,Vulnerable,yes,yes,yes
Tragopan blythii,Vulnerable,yes,yes,yes
Tragopan melanocephalus,Vulnerable,yes,NA,yes
Amazona diadema,Endangered,NA,NA,NA
Perisoreus internigrans,Vulnerable,NA,NA,yes
Rhynchopsitta terrisi,Endangered,yes,NA,NA
Pitta nympha,Vulnerable,NA,NA,NA
Aphelocoma coerulescens,Vulnerable,yes,yes,NA
Picoides ramsayi,Vulnerable,NA,NA,yes
Todiramphus reichenbachii,Vulnerable,NA,NA,NA
Cyanolyca mirabilis,Vulnerable,NA,NA,NA
Gallinago nemoricola,Vulnerable,NA,yes,NA
Liocichla omeiensis,Vulnerable,NA,yes,NA
Rhyticeros everetti,Vulnerable,NA,NA,NA
Actenoides excelsus,Endangered,NA,NA,NA
Hypsipetes siquijorensis,Endangered,yes,yes,NA
Rhabdotorrhinus exarhatus,Vulnerable,yes,NA,NA
Rhyticeros cassidix,Vulnerable,yes,yes,NA
Rhinoptilus bitorquatus,Critically Endangered,NA,yes,yes
Lorius garrulus,Vulnerable,NA,NA,NA
Phapitreron frontalis,Critically Endangered,NA,NA,yes
Charmosyna toxopei,Critically Endangered,NA,NA,yes
Gorsachius magnificus,Endangered,yes,yes,yes
Gyps tenuirostris,Critically Endangered,yes,yes,NA
Todiramphus cinnamominus,Extinct in the Wild,yes,NA,NA
Rhyticeros subruficollis,Vulnerable,NA,NA,NA
Calliope obscura,Vulnerable,NA,NA,yes
Cacatua haematuropygia,Critically Endangered,yes,yes,NA
Sarcophanops steerii,Vulnerable,NA,NA,yes
Xenospiza baileyi,Endangered,NA,yes,NA
Gyps indicus,Critically Endangered,yes,NA,NA
Spizella wortheni,Endangered,NA,yes,NA
Spilornis elgini,Vulnerable,NA,NA,yes
Gyps bengalensis,Critically Endangered,yes,yes,NA
Cryptospiza shelleyi,Endangered,NA,NA,yes
Sarcogyps calvus,Critically Endangered,yes,NA,NA
Sylvia nigricapillus,Vulnerable,NA,NA,yes
Ptilopachus nahani,Vulnerable,NA,yes,NA
Circus maurus,Endangered,NA,yes,NA
Ninox spilonotus,Endangered,NA,NA,yes
Calendulauda burra,Vulnerable,NA,NA,NA
Scepomycter winifredae,Vulnerable,NA,NA,yes
Pionus reichenowi,Vulnerable,NA,NA,yes
Otus pauliani,Endangered,NA,NA,NA
Otus moheliensis,Endangered,NA,NA,NA
Eriocnemis mirabilis,Endangered,NA,NA,NA
Synallaxis tithys,Vulnerable,NA,NA,yes
Malaconotus alius,Endangered,NA,NA,NA
Acrocephalus brevipennis,Vulnerable,NA,yes,NA
Kupeornis gilberti,Vulnerable,NA,NA,NA
Haematopus chathamensis,Endangered,yes,yes,yes
Lamprolia klinesmithi,Vulnerable,NA,yes,NA
Geothlypis beldingi,Vulnerable,NA,NA,yes
Alopecoenas rubescens,Endangered,yes,NA,yes
Dendrocitta bayleii,Vulnerable,NA,NA,yes
Branta ruficollis,Vulnerable,NA,yes,NA
Dryocopus hodgei,Vulnerable,NA,NA,yes
Garrulax bieti,Vulnerable,NA,NA,yes
Gracupica jalla,Critically Endangered,yes,NA,yes
Gyps coprotheres,Endangered,yes,yes,NA
Gyps rueppelli,Critically Endangered,NA,yes,NA
Hylorchilus navai,Vulnerable,NA,NA,yes
Necrosyrtes monachus,Critically Endangered,NA,yes,NA
Numenius madagascariensis,Endangered,NA,NA,NA
Scolopax rochussenii,Endangered,NA,NA,NA
Ramphiculus meridionalis,Vulnerable,NA,NA,NA
Ninox sumbaensis,Endangered,NA,NA,NA
Trigonoceps occipitalis,Critically Endangered,yes,yes,NA
Sittiparus owstoni,Endangered,NA,yes,NA
Xolmis dominicanus,Vulnerable,NA,NA,NA
Ducula aurorae,Endangered,yes,yes,NA
Aplonis brunneicapillus,Vulnerable,NA,NA,yes
Edolisoma mindanense,Vulnerable,NA,NA,NA
Acrocephalus griseldis,Endangered,NA,NA,NA
Geokichla guttata,Endangered,yes,yes,yes
Psittrichas fulgidus,Vulnerable,NA,NA,NA
Automolus lammi,Endangered,NA,NA,yes
Hemitriccus kaempferi,Vulnerable,NA,NA,yes
Pyrrhura leucotis,Vulnerable,NA,NA,yes
Phylloscartes ceciliae,Critically Endangered,NA,NA,yes
Notiomystis cincta,Vulnerable,yes,NA,NA
Herpsilochmus pectoralis,Vulnerable,NA,NA,yes
Lanius meridionalis,Vulnerable,NA,NA,NA
Conothraupis mesoleuca,Endangered,NA,NA,NA
Apalis karamojae,Vulnerable,NA,NA,NA
Mergus squamatus,Endangered,NA,yes,NA
Touit huetii,Vulnerable,NA,NA,NA
Macroagelaius subalaris,Endangered,NA,yes,NA
Bangsia aureocincta,Endangered,NA,NA,NA
Neodrepanis hypoxantha,Vulnerable,NA,NA,NA
Myrmotherula klagesi,Vulnerable,NA,NA,NA
Cnipodectes superrufus,Vulnerable,NA,NA,yes
Cyclopsitta coxeni,Endangered,yes,NA,yes
Anthreptes rubritorques,Vulnerable,NA,NA,NA
Heteromirafra ruddi,Endangered,NA,yes,NA
Setophaga angelae,Endangered,NA,NA,NA
Amazona vinacea,Endangered,yes,NA,yes
Amazona auropalliata,Endangered,yes,NA,NA
Amazona rhodocorytha,Vulnerable,yes,NA,yes
Otis tarda,Vulnerable,NA,yes,NA
Schistolais leontica,Endangered,NA,NA,yes
Calcarius ornatus,Vulnerable,NA,yes,NA
Aplonis santovestris,Endangered,NA,NA,yes
Xipholena atropurpurea,Vulnerable,NA,NA,yes
Anumara forbesi,Endangered,NA,NA,NA
Otus capnodes,Endangered,yes,NA,NA
Certhidea olivacea,Vulnerable,NA,NA,NA
Hypocnemis ochrogyna,Vulnerable,NA,NA,NA
Eudyptes sclateri,Endangered,NA,NA,NA
Rowettia goughensis,Critically Endangered,NA,NA,NA
Lybius leucogaster,Endangered,NA,NA,NA
Apteryx rowi,Vulnerable,yes,yes,yes
Apteryx mantelli,Vulnerable,yes,NA,NA
Pomarea iphis,Critically Endangered,NA,NA,NA
Amazilia alfaroana,Critically Endangered,NA,NA,yes
Poicephalus robustus,Vulnerable,NA,yes,yes
Eunymphicus uvaeensis,Vulnerable,yes,yes,NA
Scytalopus gonzagai,Endangered,NA,NA,NA
Sporophila beltoni,Vulnerable,NA,NA,NA
Nestor notabilis,Endangered,yes,yes,NA
Leptotila conoveri,Endangered,yes,NA,NA
Emberiza aureola,Critically Endangered,NA,NA,NA
Sheppardia aurantiithorax,Endangered,NA,NA,NA
Platalea minor,Endangered,NA,yes,NA
Oxyura maccoa,Vulnerable,NA,NA,NA
Larus relictus,Vulnerable,NA,yes,NA
Oxyura leucocephala,Endangered,NA,NA,NA
Thalurania watertonii,Endangered,NA,NA,yes
Coccyzus rufigularis,Endangered,yes,yes,NA
Otus nigrorum,Vulnerable,NA,NA,yes
Thripophaga amacurensis,Endangered,NA,NA,NA
Pica asirensis,Endangered,NA,yes,NA
Leiothrix laurinae,Endangered,NA,NA,NA
Sitta ledanti,Endangered,NA,yes,yes
Agelaius xanthomus,Endangered,yes,yes,NA
Cacicus koepckeae,Endangered,NA,NA,NA
Calyptophilus tertius,Vulnerable,NA,NA,NA
Dacnis hartlaubi,Vulnerable,NA,NA,yes
Dubusia carrikeri,Endangered,NA,NA,NA
Geospiza acutirostris,Vulnerable,NA,NA,NA
Geospiza conirostris,Vulnerable,NA,NA,NA
Geospiza propinqua,Vulnerable,NA,NA,NA
Geospiza septentrionalis,Vulnerable,NA,NA,NA
Icterus oberi,Vulnerable,yes,yes,NA
Molothrus armenti,Vulnerable,NA,NA,NA
Poospiza rubecula,Endangered,NA,NA,yes
Sporophila iberaensis,Endangered,NA,NA,NA
Vermivora bachmanii,Critically Endangered,NA,NA,yes
Pyrocephalus nanus,Vulnerable,NA,yes,yes
Robsonius rabori,Vulnerable,NA,NA,NA
Chasiempis sclateri,Vulnerable,NA,yes,NA
Apus acuticauda,Vulnerable,NA,NA,yes
Paraclaravis geoffroyi,Critically Endangered,NA,NA,yes
Haliaeetus vociferoides,Critically Endangered,yes,yes,yes
Centropus steerii,Critically Endangered,NA,yes,yes
Sephanoides fernandensis,Critically Endangered,NA,yes,NA
Otus feae,Critically Endangered,NA,NA,yes
Cyanolimnas cerverai,Critically Endangered,NA,yes,yes
Aphrastura masafucrae,Critically Endangered,yes,yes,NA
Nisaetus floris,Critically Endangered,NA,NA,yes
Thryophilus nicefori,Critically Endangered,NA,NA,yes
Prioniturus verticalis,Critically Endangered,yes,NA,yes
Gallicolumba platenae,Critically Endangered,yes,yes,yes
Campephilus principalis,Critically Endangered,yes,NA,yes
Acrocephalus hiwae,Critically Endangered,yes,yes,NA
Liocichla bugunorum,Critically Endangered,NA,yes,yes
Dendrocopos noguchii,Critically Endangered,yes,NA,yes
Acrocephalus rimitarae,Critically Endangered,NA,NA,NA
Rhabdotorrhinus waldeni,Critically Endangered,yes,NA,NA
Corvus unicolor,Critically Endangered,NA,yes,yes
Rhodonessa caryophyllacea,Critically Endangered,NA,NA,yes
Alcedo euryzona,Critically Endangered,NA,NA,yes
Zosterops chloronothos,Critically Endangered,yes,NA,yes
Hemignathus hanapepe,Critically Endangered,yes,yes,yes
Eulidia yarrellii,Critically Endangered,NA,yes,NA
Psophia obscura,Critically Endangered,NA,NA,yes
Oxypogon cyanolaemus,Critically Endangered,NA,NA,yes
Eriocnemis isabellae,Critically Endangered,yes,NA,NA
Coeligena orina,Critically Endangered,NA,NA,yes
Lepidopyga lilliae,Critically Endangered,NA,NA,yes
Zosterops rotensis,Critically Endangered,yes,yes,NA
Leucopeza semperi,Critically Endangered,NA,NA,yes
Crax pinima,Critically Endangered,yes,NA,yes
Gyps africanus,Critically Endangered,yes,yes,NA
Pauxi unicornis,Critically Endangered,yes,NA,NA
Psittirostra psittacea,Critically Endangered,yes,yes,yes
Apalis fuscigularis,Critically Endangered,yes,yes,NA
Charadrius obscurus,Critically Endangered,NA,yes,yes
Pareudiastes silvestris,Critically Endangered,NA,NA,yes
Pauxi koepckeae,Critically Endangered,NA,NA,yes
Symposiachrus boanensis,Critically Endangered,NA,NA,yes
Calyptura cristata,Critically Endangered,NA,NA,yes
Crax alberti,Critically Endangered,yes,NA,NA
Bubo scandiacus,Vulnerable,NA,yes,NA
Cleptornis marchei,Critically Endangered,yes,NA,NA
Turdus helleri,Critically Endangered,NA,yes,NA
Garrulax rufifrons,Critically Endangered,NA,NA,yes
Myadestes palmeri,Critically Endangered,NA,yes,NA
Synallaxis kollari,Critically Endangered,NA,NA,NA
Crithagra concolor,Critically Endangered,NA,yes,yes
Cercomacra carbonaria,Critically Endangered,NA,NA,NA
Aythya innotata,Critically Endangered,yes,NA,yes
Cinclodes aricomae,Critically Endangered,NA,NA,yes
Alopecoenas erythropterus,Critically Endangered,yes,NA,yes
Aegotheles savesi,Critically Endangered,NA,NA,yes
Pareudiastes pacificus,Critically Endangered,NA,NA,yes
Neotis ludwigii,Endangered,NA,yes,NA
Artisornis moreaui,Critically Endangered,NA,NA,yes
Himantopus novaezelandiae,Critically Endangered,yes,yes,yes
Pithecophaga jefferyi,Critically Endangered,NA,NA,yes
Pedionomus torquatus,Critically Endangered,yes,NA,NA
Anthracoceros montani,Critically Endangered,yes,NA,yes
Charmosyna amabilis,Critically Endangered,yes,NA,yes
Corvus kubaryi,Critically Endangered,NA,yes,yes
Todiramphus gambieri,Critically Endangered,yes,yes,yes
Strigops habroptila,Critically Endangered,yes,NA,NA
Leucopsar rothschildi,Critically Endangered,yes,yes,yes
Psittacus erithacus,Endangered,yes,NA,NA
Cisticola aberdare,Vulnerable,NA,NA,NA
Bugeranus carunculatus,Vulnerable,yes,yes,NA
Mesitornis unicolor,Vulnerable,NA,NA,NA
Mesitornis variegatus,Vulnerable,NA,NA,NA
Polemaetus bellicosus,Vulnerable,NA,yes,NA
Circaetus beaudouini,Vulnerable,NA,NA,NA
Bycanistes cylindricus,Vulnerable,NA,NA,NA
Lobotos lobatus,Vulnerable,NA,NA,NA
Picathartes gymnocephalus,Vulnerable,NA,yes,yes
Criniger olivaceus,Vulnerable,NA,NA,NA
Melaenornis annamarulae,Vulnerable,NA,NA,NA
Malimbus ballmanni,Endangered,NA,NA,NA
Ramphocinclus brachyurus,Endangered,NA,yes,NA
Lophura edwardsi,Critically Endangered,yes,NA,yes
Gracula robusta,Critically Endangered,yes,yes,yes
Hapalopsittaca fuertesi,Critically Endangered,NA,NA,yes
Houbaropsis bengalensis,Critically Endangered,NA,yes,NA
